time,distance,position,state,cact_mode,SOC,action,act_mode
0.01,0,P0,0,,0.5,-1,0.0
0.02,0,P0,0,,0.5,-1,0.0
0.03,0,P0,0,,0.5,-1,0.0
0.04,0,P0,0,,0.5,-1,0.0
0.05,0,P0,0,,0.5,-1,0.0
0.06,0,P0,0,,0.5,-1,0.0
0.07,0,P0,0,,0.5,-1,0.0
0.08,0,P0,0,,0.5,-1,0.0
0.09,0,P0,0,,0.5,-1,0.0
0.1,0,P0,0,,0.5,-1,0.0
0.11,0,P0,0,,0.5,-1,0.0
0.12,0,P0,0,,0.5,-1,0.0
0.13,0,P0,0,,0.5,-1,0.0
0.14,0,P0,0,,0.5,-1,0.0
0.15,0,P0,0,,0.5,-1,0.0
0.16,0,P0,0,,0.5,-1,0.0
0.17,0,P0,0,,0.5,-1,0.0
0.18,0,P0,0,,0.5,-1,0.0
0.19,0,P0,0,,0.5,-1,0.0
0.2,0,P0,0,,0.5,-1,0.0
0.21,0,P0,0,,0.5,-1,0.0
0.22,0,P0,0,,0.5,-1,0.0
0.23,0,P0,0,,0.5,-1,0.0
0.24,0,P0,0,,0.5,-1,0.0
0.25,0,P0,0,,0.5,-1,0.0
0.26,0,P0,0,,0.5,-1,0.0
0.27,0,P0,0,,0.5,-1,0.0
0.28,0,P0,0,,0.5,-1,0.0
0.29,0,P0,0,,0.5,-1,0.0
0.3,0,P0,0,,0.5,-1,0.0
0.31,0,P0,0,,0.5,-1,0.0
0.32,0,P0,0,,0.5,-1,0.0
0.33,0,P0,0,,0.5,-1,0.0
0.34,0,P0,0,,0.5,-1,0.0
0.35,0,P0,0,,0.5,-1,0.0
0.36,0,P0,0,,0.5,-1,0.0
0.37,0,P0,0,,0.5,-1,0.0
0.38,0,P0,0,,0.5,-1,0.0
0.39,0,P0,0,,0.5,-1,0.0
0.4,0,P0,0,,0.5,-1,0.0
0.41,0,P0,0,,0.5,-1,0.0
0.42,0,P0,0,,0.5,-1,0.0
0.43,0,P0,0,,0.5,-1,0.0
0.44,0,P0,0,,0.5,-1,0.0
0.45,0,P0,0,,0.5,-1,0.0
0.46,0,P0,0,,0.5,-1,0.0
0.47,0,P0,0,,0.5,-1,0.0
0.48,0,P0,0,,0.5,-1,0.0
0.49,0,P0,0,,0.5,-1,0.0
0.5,0,P0,0,,0.5,-1,0.0
0.51,0,P0,0,,0.5,-1,0.0
0.52,0,P0,0,,0.5,-1,0.0
0.53,0,P0,0,,0.5,-1,0.0
0.54,0,P0,0,,0.5,-1,0.0
0.55,0,P0,0,,0.5,-1,0.0
0.56,0,P0,0,,0.5,-1,0.0
0.57,0,P0,0,,0.5,-1,0.0
0.58,0,P0,0,,0.5,-1,0.0
0.59,0,P0,0,,0.5,-1,0.0
0.6,0,P0,0,,0.5,-1,0.0
0.61,0,P0,0,,0.5,-1,0.0
0.62,0,P0,0,,0.5,-1,0.0
0.63,0,P0,0,,0.5,-1,0.0
0.64,0,P0,0,,0.5,-1,0.0
0.65,1.0,0-1,0,,0.4425,-1,0.0
0.66,2.0,0-1,0,,0.4425,-1,0.0
0.67,3.0,0-1,0,,0.4425,-1,0.0
0.68,4.0,0-1,0,,0.4425,-1,0.0
0.69,5.0,0-1,0,,0.4425,-1,0.0
0.7,6.0,0-1,0,,0.4425,-1,0.0
0.71,7.0,0-1,0,,0.4425,-1,0.0
0.72,8.0,0-1,0,,0.4425,-1,0.0
0.73,9.0,0-1,0,,0.4425,-1,0.0
0.74,10.0,0-1,0,,0.4425,-1,0.0
0.75,11.0,0-1,0,,0.4425,-1,0.0
0.76,12.0,0-1,0,,0.4425,-1,0.0
0.77,13.0,0-1,0,,0.4425,-1,0.0
0.78,14.0,0-1,0,,0.4425,-1,0.0
0.79,15.0,0-1,0,,0.4425,-1,0.0
0.8,16.0,0-1,0,,0.4425,-1,0.0
0.81,17.0,0-1,0,,0.4425,-1,0.0
0.82,18.0,0-1,0,,0.4425,-1,0.0
0.83,19.0,0-1,0,,0.4425,-1,0.0
0.84,20.0,0-1,0,,0.4425,-1,0.0
0.85,21.0,0-1,0,,0.4425,-1,0.0
0.86,22.0,0-1,0,,0.4425,-1,0.0
0.87,23.0,0-1,0,,0.4425,-1,0.0
0.88,24.0,1-2,0,,0.355,-1,0.0
0.89,25.0,1-2,0,,0.355,-1,0.0
0.9,26.0,1-2,0,,0.355,-1,0.0
0.91,27.0,1-2,0,,0.355,-1,0.0
0.92,28.0,1-2,0,,0.355,-1,0.0
0.93,29.0,1-2,0,,0.355,-1,0.0
0.94,30.0,1-2,0,,0.355,-1,0.0
0.95,31.0,1-2,0,,0.355,-1,0.0
0.96,32.0,1-2,0,,0.355,-1,0.0
0.97,33.0,1-2,0,,0.355,-1,0.0
0.98,34.0,1-2,0,,0.355,-1,0.0
0.99,35.0,1-2,0,,0.355,-1,0.0
1.0,36.0,1-2,0,,0.355,-1,0.0
1.01,37.0,1-2,0,,0.355,-1,0.0
1.02,38.0,1-2,0,,0.355,-1,0.0
1.03,39.0,1-2,0,,0.355,-1,0.0
1.04,40.0,1-2,0,,0.355,-1,0.0
1.05,41.0,1-2,0,,0.355,-1,0.0
1.06,42.0,1-2,0,,0.355,-1,0.0
1.07,43.0,1-2,0,,0.355,-1,0.0
1.08,44.0,1-2,0,,0.355,-1,0.0
1.09,45.0,1-2,0,,0.355,-1,0.0
1.1,46.0,1-2,0,,0.355,-1,0.0
1.11,47.0,1-2,0,,0.355,-1,0.0
1.12,48.0,1-2,0,,0.355,-1,0.0
1.13,49.0,1-2,0,,0.355,-1,0.0
1.14,50.0,1-2,0,,0.355,-1,0.0
1.15,51.0,1-2,0,,0.355,-1,0.0
1.16,52.0,1-2,0,,0.355,-1,0.0
1.17,53.0,1-2,0,,0.355,-1,0.0
1.18,54.0,1-2,0,,0.355,-1,0.0
1.19,55.0,1-2,0,,0.355,-1,0.0
1.2,56.0,1-2,0,,0.355,-1,0.0
1.21,57.0,1-2,0,,0.355,-1,0.0
1.22,58.0,1-2,0,,0.355,-1,0.0
1.23,59.0,2-3,0,,0.26,-1,0.0
1.24,60.0,2-3,0,,0.26,-1,0.0
1.25,61.0,2-3,0,,0.26,-1,0.0
1.26,62.0,2-3,0,,0.26,-1,0.0
1.27,63.0,2-3,0,,0.26,-1,0.0
1.28,64.0,2-3,0,,0.26,-1,0.0
1.29,65.0,2-3,0,,0.26,-1,0.0
1.3,66.0,2-3,0,,0.26,-1,0.0
1.31,67.0,2-3,0,,0.26,-1,0.0
1.32,68.0,2-3,0,,0.26,-1,0.0
1.33,69.0,2-3,0,,0.26,-1,0.0
1.34,70.0,2-3,0,,0.26,-1,0.0
1.35,71.0,2-3,0,,0.26,-1,0.0
1.36,72.0,2-3,0,,0.26,-1,0.0
1.37,73.0,2-3,0,,0.26,-1,0.0
1.38,74.0,2-3,0,,0.26,-1,0.0
1.39,75.0,2-3,0,,0.26,-1,0.0
1.4,76.0,2-3,0,,0.26,-1,0.0
1.41,77.0,2-3,0,,0.26,-1,0.0
1.42,78.0,2-3,0,,0.26,-1,0.0
1.43,79.0,2-3,0,,0.26,-1,0.0
1.44,80.0,2-3,0,,0.26,-1,0.0
1.45,81.0,2-3,0,,0.26,-1,0.0
1.46,82.0,2-3,0,,0.26,-1,0.0
1.47,83.0,2-3,0,,0.26,-1,0.0
1.48,84.0,2-3,0,,0.26,-1,0.0
1.49,85.0,2-3,0,,0.26,-1,0.0
1.5,86.0,2-3,0,,0.26,-1,0.0
1.51,87.0,2-3,0,,0.26,-1,0.0
1.52,88.0,2-3,0,,0.26,-1,0.0
1.53,89.0,2-3,0,,0.26,-1,0.0
1.54,90.0,2-3,0,,0.26,-1,0.0
1.55,91.0,2-3,0,,0.26,-1,0.0
1.56,92.0,2-3,0,,0.26,-1,0.0
1.57,93.0,2-3,0,,0.26,-1,0.0
1.58,94.0,2-3,0,,0.26,-1,0.0
1.59,95.0,2-3,0,,0.26,-1,0.0
1.6,96.0,2-3,0,,0.26,-1,0.0
1.61,97.0,3-4,0,,0.16,-1,0.0
1.62,98.0,3-4,0,,0.16,-1,0.0
1.63,99.0,3-4,0,,0.16,-1,0.0
1.64,100.0,3-4,0,,0.16,-1,0.0
1.65,101.0,3-4,0,,0.16,-1,0.0
1.66,102.0,3-4,0,,0.16,-1,0.0
1.67,103.0,3-4,0,,0.16,-1,0.0
1.68,104.0,3-4,0,,0.16,-1,0.0
1.69,105.0,3-4,0,,0.16,-1,0.0
1.7,106.0,3-4,0,,0.16,-1,0.0
1.71,107.0,3-4,0,,0.16,-1,0.0
1.72,108.0,3-4,0,,0.16,-1,0.0
1.73,109.0,3-4,0,,0.16,-1,0.0
1.74,110.0,3-4,0,,0.16,-1,0.0
1.75,111.0,3-4,0,,0.16,-1,0.0
1.76,112.0,3-4,0,,0.16,-1,0.0
1.77,113.0,3-4,0,,0.16,-1,0.0
1.78,114.0,3-4,0,,0.16,-1,0.0
1.79,115.0,3-4,0,,0.16,-1,0.0
1.8,116.0,3-4,0,,0.16,-1,0.0
1.81,117.0,3-4,0,,0.16,-1,0.0
1.82,118.0,3-4,0,,0.16,-1,0.0
1.83,119.0,3-4,0,,0.16,-1,0.0
1.84,120.0,3-4,0,,0.16,-1,0.0
1.85,121.0,3-4,0,,0.16,-1,0.0
1.86,122.0,3-4,0,,0.16,-1,0.0
1.87,123.0,3-4,0,,0.16,-1,0.0
1.88,124.0,3-4,0,,0.16,-1,0.0
1.89,125.0,3-4,0,,0.16,-1,0.0
1.9,126.0,3-4,0,,0.16,-1,0.0
1.91,127.0,3-4,0,,0.16,-1,0.0
1.92,128.0,3-4,0,,0.16,-1,0.0
1.93,129.0,3-4,0,,0.16,-1,0.0
1.94,130.0,3-4,0,,0.16,-1,0.0
1.95,131.0,3-4,0,,0.16,-1,0.0
1.96,132.0,3-4,0,,0.16,-1,0.0
1.97,133.0,3-4,0,,0.16,-1,0.0
1.98,134.0,3-4,0,,0.16,-1,0.0
1.99,135.0,3-4,0,,0.16,-1,0.0
2.0,136.0,3-4,0,,0.16,-1,0.0
2.01,136.0,P4,1,,0.6,12,4.0
2.02,136.0,P4,1,,0.6,12,4.0
2.03,136.0,P4,1,,0.6,12,4.0
2.04,136.0,P4,1,,0.6,12,4.0
2.05,136.0,P4,1,,0.6,12,4.0
2.06,136.0,P4,1,,0.6,12,4.0
2.07,136.0,P4,1,,0.6,12,4.0
2.08,136.0,P4,1,,0.6,12,4.0
2.09,136.0,P4,1,,0.6,12,4.0
2.1,136.0,P4,1,,0.6,12,4.0
2.11,136.0,P4,1,,0.6,12,4.0
2.12,136.0,P4,1,,0.6,12,4.0
2.13,136.0,P4,1,,0.6,12,4.0
2.14,136.0,P4,1,,0.6,12,4.0
2.15,136.0,P4,1,,0.6,12,4.0
