time,distance,position,state,cact_mode,SOC,action
0.01,0,P0,0,0,0.5,-1
0.02,0,P0,0,0,0.5,-1
0.03,0,P0,0,0,0.5,-1
0.04,0,P0,0,0,0.5,-1
0.05,0,P0,0,0,0.5,-1
0.06,0,P0,0,0,0.5,-1
0.07,0,P0,0,0,0.5,-1
0.08,0,P0,0,0,0.5,-1
0.09,0,P0,0,0,0.5,-1
0.1,0,P0,0,0,0.5,-1
0.11,0,P0,0,0,0.5,-1
0.12,0,P0,0,0,0.5,-1
0.13,0,P0,0,0,0.5,-1
0.14,0,P0,0,0,0.5,-1
0.15,0,P0,0,0,0.5,-1
0.16,0,P0,0,0,0.5,-1
0.17,0,P0,0,0,0.5,-1
0.18,0,P0,0,0,0.5,-1
0.19,0,P0,0,0,0.5,-1
0.2,0,P0,0,0,0.5,-1
0.21,0,P0,0,0,0.5,-1
0.22,0,P0,0,0,0.5,-1
0.23,0,P0,0,0,0.5,-1
0.24,0,P0,0,0,0.5,-1
0.25,0,P0,0,0,0.5,-1
0.26,0,P0,0,0,0.5,-1
0.27,0,P0,0,0,0.5,-1
0.28,0,P0,0,0,0.5,-1
0.29,0,P0,0,0,0.5,-1
0.3,0,P0,0,0,0.5,-1
0.31,0,P0,0,0,0.5,-1
0.32,0,P0,0,0,0.5,-1
0.33,0,P0,0,0,0.5,-1
0.34,0,P0,0,0,0.5,-1
0.35,0,P0,0,0,0.5,-1
0.36,0,P0,0,0,0.5,-1
0.37,0,P0,0,0,0.5,-1
0.38,0,P0,0,0,0.5,-1
0.39,0,P0,0,0,0.5,-1
0.4,0,P0,0,0,0.5,-1
0.41,0,P0,0,0,0.5,-1
0.42,0,P0,0,0,0.5,-1
0.43,1.0,0-1,0,0,0.4425,-1
0.44,2.0,0-1,0,0,0.4425,-1
0.45,3.0,0-1,0,0,0.4425,-1
0.46,4.0,0-1,0,0,0.4425,-1
0.47,5.0,0-1,0,0,0.4425,-1
0.48,6.0,0-1,0,0,0.4425,-1
0.49,7.0,0-1,0,0,0.4425,-1
0.5,8.0,0-1,0,0,0.4425,-1
0.51,9.0,0-1,0,0,0.4425,-1
0.52,10.0,0-1,0,0,0.4425,-1
0.53,11.0,0-1,0,0,0.4425,-1
0.54,12.0,0-1,0,0,0.4425,-1
0.55,13.0,0-1,0,0,0.4425,-1
0.56,14.0,0-1,0,0,0.4425,-1
0.57,15.0,0-1,0,0,0.4425,-1
0.58,16.0,0-1,0,0,0.4425,-1
0.59,17.0,0-1,0,0,0.4425,-1
0.6,18.0,0-1,0,0,0.4425,-1
0.61,19.0,0-1,0,0,0.4425,-1
0.62,20.0,0-1,0,0,0.4425,-1
0.63,21.0,0-1,0,0,0.4425,-1
0.64,22.0,0-1,0,0,0.4425,-1
0.65,23.0,0-1,0,0,0.4425,-1
0.66,23.0,P0,2,2,0.9,18
0.67,23.0,P0,2,2,0.9,18
0.68,23.0,P0,2,2,0.9,18
0.69,23.0,P0,2,2,0.9,18
0.7,23.0,P0,2,2,0.9,18
0.71,23.0,P0,2,2,0.9,18
0.72,23.0,P0,2,2,0.9,18
0.73,23.0,P0,2,2,0.9,18
0.74,23.0,P0,2,2,0.9,18
0.75,23.0,P0,2,2,0.9,18
0.76,23.0,P0,2,2,0.9,18
0.77,23.0,P0,2,2,0.9,18
0.78,23.0,P0,2,2,0.9,18
0.79,23.0,P0,2,2,0.9,18
0.8,23.0,P0,2,2,0.9,18
0.81,23.0,P0,2,2,0.9,18
0.82,23.0,P0,2,2,0.9,18
0.83,23.0,P0,2,2,0.9,18
0.84,23.0,P0,2,2,0.9,18
0.85,23.0,P0,2,2,0.9,18
0.86,23.0,P0,2,2,0.9,18
0.87,23.0,P0,2,2,0.9,18
0.88,23.0,P0,2,2,0.9,18
0.89,23.0,P0,2,2,0.9,18
0.9,23.0,P0,2,2,0.9,18
0.91,23.0,P0,2,2,0.9,18
0.92,23.0,P0,2,2,0.9,18
0.93,23.0,P0,2,2,0.9,18
0.94,23.0,P0,2,2,0.9,18
0.95,23.0,P0,2,2,0.9,18
0.96,23.0,P0,2,2,0.9,18
0.97,23.0,P0,2,2,0.9,18
0.98,23.0,P0,2,2,0.9,18
0.99,23.0,P0,2,2,0.9,18
1.0,23.0,P0,2,2,0.9,18
1.01,23.0,P0,2,2,0.9,18
1.02,23.0,P0,2,2,0.9,18
1.03,23.0,P0,2,2,0.9,18
1.04,23.0,P0,2,2,0.9,18
1.05,23.0,P0,2,2,0.9,18
1.06,23.0,P0,2,2,0.9,18
1.07,23.0,P0,2,2,0.9,18
1.08,23.0,P0,2,2,0.9,18
1.09,23.0,P0,2,2,0.9,18
1.1,23.0,P0,2,2,0.9,18
1.11,23.0,P0,2,2,0.9,18
1.12,23.0,P0,2,2,0.9,18
1.13,23.0,P0,2,2,0.9,18
1.14,23.0,P0,2,2,0.9,18
1.15,23.0,P0,2,2,0.9,18
1.16,23.0,P0,2,2,0.9,18
1.17,23.0,P0,2,2,0.9,18
1.18,23.0,P0,2,2,0.9,18
1.19,23.0,P0,2,2,0.9,18
1.2,23.0,P0,2,2,0.9,18
1.21,23.0,P0,2,2,0.9,18
1.22,23.0,P0,2,2,0.9,18
1.23,23.0,P0,2,2,0.9,18
1.24,23.0,P0,2,2,0.9,18
1.25,23.0,P0,2,2,0.9,18
1.26,23.0,P0,2,2,0.9,18
1.27,23.0,P0,2,2,0.9,18
1.28,23.0,P0,2,2,0.9,18
1.29,23.0,P0,2,2,0.9,18
1.3,23.0,P0,2,2,0.9,18
1.31,23.0,P0,2,2,0.9,18
1.32,23.0,P0,2,2,0.9,18
1.33,23.0,P0,2,2,0.9,18
1.34,23.0,P0,2,2,0.9,18
1.35,23.0,P0,2,2,0.9,18
1.36,23.0,P0,2,2,0.9,18
1.37,23.0,P0,2,2,0.9,18
1.38,23.0,P0,2,2,0.9,18
1.39,23.0,P0,2,2,0.9,18
1.4,23.0,P0,2,2,0.9,18
1.41,23.0,P0,2,2,0.9,18
1.42,23.0,P0,2,2,0.9,18
1.43,23.0,P0,2,2,0.9,18
1.44,23.0,P0,2,2,0.9,18
1.45,23.0,P0,2,2,0.9,18
1.46,23.0,P0,2,2,0.9,18
1.47,23.0,P0,2,2,0.9,18
1.48,23.0,P0,2,2,0.9,18
1.49,23.0,P0,2,2,0.9,18
1.5,23.0,P0,2,2,0.9,18
1.51,23.0,P0,2,2,0.9,18
1.52,23.0,P0,2,2,0.9,18
1.53,23.0,P0,2,2,0.9,18
1.54,23.0,P0,2,2,0.9,18
1.55,23.0,P0,2,2,0.9,18
1.56,23.0,P0,2,2,0.9,18
1.57,23.0,P0,2,2,0.9,18
1.58,23.0,P0,2,2,0.9,18
1.59,23.0,P0,2,2,0.9,18
1.6,23.0,P0,2,2,0.9,18
1.61,23.0,P0,2,2,0.9,18
1.62,23.0,P0,2,2,0.9,18
1.63,23.0,P0,2,2,0.9,18
1.64,23.0,P0,2,2,0.9,18
1.65,23.0,P0,2,2,0.9,18
1.66,23.0,P0,2,2,0.9,18
1.67,23.0,P0,2,2,0.9,18
1.68,23.0,P0,2,2,0.9,18
1.69,23.0,P0,2,2,0.9,18
1.7,23.0,P0,2,2,0.9,18
1.71,23.0,P0,2,2,0.9,18
1.72,23.0,P0,2,2,0.9,18
1.73,23.0,P0,2,2,0.9,18
1.74,23.0,P0,2,2,0.9,18
1.75,23.0,P0,2,2,0.9,18
1.76,23.0,P0,2,2,0.9,18
1.77,23.0,P0,2,2,0.9,18
1.78,23.0,P0,2,2,0.9,18
1.79,23.0,P0,2,2,0.9,18
1.8,23.0,P0,2,2,0.9,18
1.81,23.0,P0,2,2,0.9,18
1.82,23.0,P0,2,2,0.9,18
1.83,23.0,P0,2,2,0.9,18
1.84,23.0,P0,2,2,0.9,18
1.85,23.0,P0,2,2,0.9,18
1.86,23.0,P0,2,2,0.9,18
1.87,23.0,P0,2,2,0.9,18
1.88,23.0,P0,2,2,0.9,18
1.89,23.0,P0,2,2,0.9,18
1.9,23.0,P0,2,2,0.9,18
1.91,23.0,P0,2,2,0.9,18
1.92,23.0,P0,2,2,0.9,18
1.93,23.0,P0,2,2,0.9,18
1.94,23.0,P0,2,2,0.9,18
1.95,23.0,P0,2,2,0.9,18
1.96,23.0,P0,2,2,0.9,18
1.97,23.0,P0,2,2,0.9,18
1.98,23.0,P0,2,2,0.9,18
1.99,23.0,P0,2,2,0.9,18
2.0,23.0,P0,2,2,0.9,18
2.01,23.0,P0,0,0,0.9,18
2.02,24.0,1-2,0,0,0.8125,-1
2.03,25.0,1-2,0,0,0.8125,-1
2.04,26.0,1-2,0,0,0.8125,-1
2.05,27.0,1-2,0,0,0.8125,-1
2.06,28.0,1-2,0,0,0.8125,-1
2.07,29.0,1-2,0,0,0.8125,-1
2.08,30.0,1-2,0,0,0.8125,-1
2.09,31.0,1-2,0,0,0.8125,-1
2.1,32.0,1-2,0,0,0.8125,-1
2.11,33.0,1-2,0,0,0.8125,-1
2.12,34.0,1-2,0,0,0.8125,-1
2.13,35.0,1-2,0,0,0.8125,-1
2.14,36.0,1-2,0,0,0.8125,-1
2.15,37.0,1-2,0,0,0.8125,-1
2.16,38.0,1-2,0,0,0.8125,-1
